ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	AnalyteType	CodeClass	ProbePool	TargetGroup	GeneID
44447	LDOC1_01	LDOC1	LDOC1	NM_012317.4	GRCh38.p13	chrX:141176110-141176150	RNA	Endogenous	01	All Targets	23641
44751	AP2A1_01	AP2A1	AP2A1	"NM_014203.3,XM_011526556.2,NM_130787.3,XM_011526557.3"	GRCh38.p13	chr19:49805776-49805919	RNA	Endogenous	01	All Targets	160
47190	ZNF273_01	ZNF273	ZNF273	"XM_024446638.1,NM_001385646.1,NM_001385649.1,XM_024446637.1,XM_024446641.1,XM_024446640.1,XM_024446636.1,NM_001385652.1,NM_001385645.1,NM_001385644.1,NR_003099.1,XM_024446635.1,NM_021148.3,NM_001385643.1,XM_024446639.1"	GRCh38.p13	chr7:64929686-64929735	RNA	Endogenous	01	All Targets	10793
47945	DHDDS_01	DHDDS	DHDDS	"NM_001319959.1,NM_001243565.1,NM_205861.3,NM_024887.3,NM_001243564.1"	GRCh38.p13	chr1:26457798-26457847	RNA	Endogenous	01	All Targets	79947
40430	C3orf14_01	C3orf14	C3orf14	"NM_001291941.3,XM_017006931.1,NM_020685.5,NM_001291942.2"	GRCh38.p13	chr3:62331335-62331372	RNA	Endogenous	01	All Targets	57415
50949	ZNF875_01	ZNF875	ZNF875	"NM_001329778.1,NM_001329761.1,NR_138123.1,XM_024451470.1,NR_138127.1,NM_001329771.1,NM_001329770.1,NM_001329768.1,NM_001329769.1,XM_017026674.1,XM_024451468.1,NM_181786.3,XM_024451469.1,NR_138105.1,NR_138125.1,NM_001329772.1,NR_138116.1,NM_001329766.1,NR_138117.1,NM_001329767.1,NR_138103.1,NR_138124.1,NR_138119.1,NM_001329775.1,NM_001329774.1,NR_138121.1,NR_138128.1,XM_017026675.1,NR_138118.1,NR_138126.1,XM_017026702.2,NR_138129.1,NM_001329762.1,NR_138111.1,NR_138104.1,NR_138109.1,NR_138110.1,NR_138108.1,NR_138113.1,NM_001329765.1,NR_138130.1,NR_138106.1,XM_017026688.2,NM_001329777.1,XM_017026673.1,NM_001329776.1,NR_138112.1,XM_017026672.1,NR_138120.1,NM_001329763.1,NR_138107.1,NM_001353803.1,NR_138114.1,NR_138122.1,NM_001329764.1,NR_138115.1,NM_001329773.1,NM_001329779.2"	GRCh38.p13	chr19:37363867-37363916	RNA	Endogenous	01	All Targets	284459
42124	B3GALT4_01	B3GALT4	B3GALT4	NM_003782.4	GRCh38.p13	chr6:33278732-33278781	RNA	Endogenous	01	All Targets	8705
40199	SLC16A7_01	SLC16A7	SLC16A7	"XM_011538993.3,XM_017020224.1,NM_001270622.2,XM_017020225.1,NR_073055.2,XM_011538992.2,NM_001270623.2,XM_024449276.1,XM_011538990.3,NM_004731.5,XM_017020226.2,XM_011538991.2,XM_017020227.1,XM_011538995.2,XM_011538989.2,XM_005269231.4,NR_073056.2"	GRCh38.p13	chr12:59783377-59783426	RNA	Endogenous	01	All Targets	9194
45362	DNAJC16_01	DNAJC16	DNAJC16	"NR_109898.2,XR_001737079.2,NM_015291.4,NM_001287811.1"	GRCh38.p13	chr1:15571079-15571128	RNA	Endogenous	01	All Targets	23341
34862	ANKRD30BL_01	ANKRD30BL	"LOC100132004,LOC105378283,LOC100132154,ANKRD30BL,LOC644669,ANKRD30BP2"	"XR_001746457.1,NR_027417.1,XR_001747443.1,NR_164000.1,NR_026916.1,NR_027019.2,NR_163999.1,NR_027020.3,XR_001746678.2,XR_001756453.1,NM_001358416.1,NR_152415.2,XR_002959312.1"	GRCh38.p13	"chr10:45193946-45194142,chr2:132157114-132157310,chr21:13042615-13042811,chr18:15325698-15325894,chr2:132157114-132257530,chr9:40763443-40763639,chr2:132157114-132161489,chr9:64884209-64884405"	RNA	Endogenous	01	All Targets	554226
43857	FARS2_01	FARS2	FARS2	"XM_006714966.3,NM_001375257.1,NM_001374877.1,XM_011514251.3,NM_001375259.1,NM_006567.5,NM_001374878.1,XR_926028.2,NM_001374879.1,XM_011514247.3,NM_001374875.1,NM_001375260.1,XR_926027.3,XM_011514249.2,XM_011514248.3,NM_001318872.2,NM_001374876.1"	GRCh38.p13	chr6:5404689-5431077	RNA	Endogenous	01	All Targets	10667
40738	GSTA4_01	GSTA4	GSTA4	"NM_001512.4,XM_011514534.3,XM_005249035.4,XM_011514535.3"	GRCh38.p13	chr6:52978205-52978254	RNA	Endogenous	01	All Targets	2941
47756	CDC73_01	CDC73	CDC73	"XM_006711537.4,NM_024529.5"	GRCh38.p13	chr1:193135577-193138121	RNA	Endogenous	01	All Targets	79577
40572	CTNND1_01	CTNND1	CTNND1	"NM_001206889.2,NM_001085460.2,NM_001206888.2,NM_001085461.2,NM_001206890.2,NM_001206891.2,NM_001085468.2,NM_001085469.2,NM_001085466.2,NM_001331.3,NM_001085467.2,NM_001085464.2,NM_001085465.2,NM_001085458.2,NM_001085462.2,NM_001206883.2,NM_001085463.2,NM_001206887.2,NM_001206886.2,NM_001085459.2,NM_001206885.2,NM_001206884.2"	GRCh38.p13	chr11:57761958-57762007	RNA	Endogenous	01	All Targets	1500
12895	PLAUR_01	PLAUR	PLAUR	"XM_011527031.3,NM_001005376.2,XM_011527030.2,NM_001005377.3,XM_011527027.2,XM_011527028.3,NM_001301037.2,XM_011527029.2,XM_005258990.5,NM_002659.4,XM_017026873.1,XM_017026872.2"	GRCh38.p13	chr19:43656480-43656514	RNA	Endogenous	01	All Targets	5329
41322	MAP3K10_01	MAP3K10	MAP3K10	"XM_024451519.1,NM_002446.4,XM_006723223.3,XR_001753691.1,XM_011526982.3,XM_011526981.2"	GRCh38.p13	chr19:40209120-40209160	RNA	Endogenous	01	All Targets	4294
48502	SYTL2_01	SYTL2	SYTL2	"NM_206928.3,NM_206929.3,NM_001365832.1,XM_005274060.1,NM_001365833.1,XM_011545107.2,XM_011545106.1,XM_011545110.1,XM_005274057.1,NM_206927.3,NM_001162952.2,XR_001747912.1,NM_001365829.1,NM_001365826.1,NM_001162953.2,NM_001365828.1,XM_005274066.1,XM_017017936.1,XM_017017937.1,NM_001162951.2,NM_001289608.1,NM_001289609.1,XM_017017934.1,XM_017017935.1,XM_017017939.1,NM_001365827.1,XM_005274061.1,XM_005274062.2,XM_011545116.2,NM_206930.3,NM_032943.4,NM_001289610.1,XM_011545108.1,NM_001365834.1,XM_011545109.2,NM_001365835.1,NM_001365830.1,NM_001365831.1"	GRCh38.p13	chr11:85694768-85694815	RNA	Endogenous	01	All Targets	54843
38978	CLEC4M_01	CLEC4M	CLEC4M	"NM_001144906.2,NR_026709.2,NM_001144911.2,NM_001144907.2,NM_014257.5,NM_001144909.2,NR_026708.2,NR_026707.2,NM_001144905.2,NM_001144908.2,NM_001144904.2,NM_001144910.2"	GRCh38.p13	chr19:7768947-7768996	RNA	Endogenous	01	All Targets	10332
51456	FAM3B_01	FAM3B	FAM3B	"XM_011529649.2,NM_206964.2,XM_011529648.2,NM_058186.4,XR_937526.2"	GRCh38.p13	chr21:41348681-41357112	RNA	Endogenous	01	All Targets	54097
44566	DDX25_01	DDX25	DDX25	"XM_011542790.3,NM_001330438.2,XM_011542791.3,NM_013264.5"	GRCh38.p13	chr11:125917188-125917237	RNA	Endogenous	01	All Targets	29118
48619	CBX2_01	CBX2	CBX2	"NM_032647.3,XM_011525383.2,XM_011525382.1,NM_005189.3"	GRCh38.p13	chr17:79778389-79778423	RNA	Endogenous	01	All Targets	84733
12267	HS3ST3A1_01	HS3ST3A1	HS3ST3A1	"XM_017025480.2,NM_006042.3"	GRCh38.p13	chr17:13601051-13601085	RNA	Endogenous	01	All Targets	9955
13375	STMP1_01	STMP1	STMP1	NM_001130929.2	GRCh38.p13	chr7:135674117-135674153	RNA	Endogenous	01	All Targets	647087
50564	VN1R4_01	VN1R4	VN1R4	"NM_173857.2,XM_017026728.1,XM_017026730.1,XM_011526885.1,XM_017026729.1"	GRCh38.p13	chr19:53267136-53267185	RNA	Endogenous	01	All Targets	317703
46977	CFAP92_01	CFAP92	CFAP92	"XM_024453689.1,XM_017006939.2,XM_017006952.2,XM_017006945.1,XM_011513050.2,NM_001348521.2,NM_020741.3,XM_017006953.2,XM_017006947.2,NM_001348520.2,XM_017006944.2,XM_017006948.2,XM_017006950.2,NM_001348523.1,XM_017006951.2,XM_017006941.2,NM_001348522.1,XM_017006942.2,XM_024453688.1,XM_017006940.2,XM_017006946.2"	GRCh38.p13	chr3:128976981-128977030	RNA	Endogenous	01	All Targets	57501
51842	ADAMTS14_01	ADAMTS14	ADAMTS14	"XM_011539308.2,NM_139155.3,XM_011539306.2,XM_011539302.2,XM_011539307.2,XM_011539303.2,XR_001747025.1,XM_011539300.2,NM_080722.4,XM_011539301.2"	GRCh38.p13	chr10:70729344-70730109	RNA	Endogenous	01	All Targets	140766
49526	NEXN_01	NEXN	NEXN	"NM_144573.4,XM_005271325.4,XM_005271326.4,NM_001172309.1,XM_005271324.5,XM_005271323.4,XM_005271322.4,XM_005271327.4"	GRCh38.p13	chr1:77942540-77942589	RNA	Endogenous	01	All Targets	91624
39537	SYNJ2_01	SYNJ2	SYNJ2	"NM_001178088.2,XM_005267198.4,XM_005267200.1,XM_011536224.1,XR_245556.1,XM_005267199.2,XM_017011406.1,XM_011536225.1,XM_011536228.3,XM_011536226.3,NM_003898.4,XM_011536227.2,XM_006715592.3,XM_011536230.2"	GRCh38.p13	chr6:158088714-158088763	RNA	Endogenous	01	All Targets	8871
39730	HYDIN_01	HYDIN	HYDIN	"XM_011523148.1,NM_001198542.1,XM_011523147.1,XM_011523151.2,NM_017558.5,NM_001198543.1,XM_011523146.2,NM_001270974.2,XM_006721206.3,XM_017023346.2"	GRCh38.p13	chr16:71184958-71186777	RNA	Endogenous	01	All Targets	54768
35863	TH_01	TH	TH	"NM_199292.3,XM_011520335.2,NM_000360.4,NM_199293.3"	GRCh38.p13	chr11:2164390-2165273	RNA	Endogenous	01	All Targets	7054
40631	OR2AJ1_01	OR2AJ1	OR2AJ1	NM_001355235.2			RNA	Endogenous	01	All Targets	127608
47043	TRMT9B_01	TRMT9B	TRMT9B	"XM_024447214.1,XM_024447215.1,XM_017013710.1,XM_017013706.2,XM_017013705.2,XM_005273588.5,XM_005273584.5,XM_011544598.2,XM_011544597.3,XM_011544596.3,XM_005273585.4,NM_001099677.1,XM_005273586.4,XM_011544601.3,NM_020844.3,XM_005273590.4,XM_011544600.3,XM_005273591.5,XM_017013714.2,XM_024447218.1,XM_024447216.1,XM_024447219.1,XM_024447217.1"	GRCh38.p13	chr8:13024583-13024632	RNA	Endogenous	01	All Targets	57604
45691	GLOD4_01	GLOD4	GLOD4	"XM_024450778.1,NM_016080.3,NM_001366250.1,NM_001366248.1,NM_001366247.1,NM_001366249.1"	GRCh38.p13	chr17:759901-759950	RNA	Endogenous	01	All Targets	51031
13701	ZNF280C_01	ZNF280C	ZNF280C	"XM_006724765.3,NM_017666.5"	GRCh38.p13	chrX:130230559-130230593	RNA	Endogenous	01	All Targets	55609
43197	HMGCS2_01	HMGCS2	HMGCS2	"NM_001166107.1,NM_005518.4,XM_011541313.2"	GRCh38.p13	chr1:119755524-119755563	RNA	Endogenous	01	All Targets	3158
41697	SLC16A1_01	SLC16A1	SLC16A1	"NM_003051.4,NM_001166496.1"	GRCh38.p13	chr1:112918034-112922028	RNA	Endogenous	01	All Targets	6566
49103	BHLHE23_01	BHLHE23	BHLHE23	NM_080606.4	GRCh38.p13	chr20:63006088-63006122	RNA	Endogenous	01	All Targets	128408
46467	BLOC1S4_01	BLOC1S4	BLOC1S4	NM_018366.3	GRCh38.p13	chr4:6716701-6716735	RNA	Endogenous	01	All Targets	55330
40461	DEFB134_01	DEFB134	DEFB134	"XM_017013724.1,NM_001302695.1"	GRCh38.p13	chr8:11994032-11994081	RNA	Endogenous	01	All Targets	613211
51320	BPGM_01	BPGM	BPGM	"NM_001724.5,NM_199186.2,XM_011516527.2,NM_001293085.1"	GRCh38.p13	chr7:134679121-134679170	RNA	Endogenous	01	All Targets	669
44133	ATE1_01	ATE1	ATE1	"NM_001001976.2,NM_001288736.1,XM_005269458.3,NM_007041.4,NR_110006.2,XM_017015597.1,XM_017015600.1,NM_001288735.1,XM_017015604.1,NM_001288734.1,XM_017015601.2,XM_017015603.1,XM_017015598.2,XM_005269459.3,XM_017015599.2,XM_017015602.1"	GRCh38.p13	chr10:121910989-121911038	RNA	Endogenous	01	All Targets	11101
40086	TMEM250_01	TMEM250	TMEM250	"NM_001256526.1,NR_134506.2,XM_024447712.1,NM_152833.3"	GRCh38.p13	chr9:136116467-136116505	RNA	Endogenous	01	All Targets	90120
37980	VWC2L_01	VWC2L	VWC2L	"NM_001345929.2,NM_001080500.4,NR_159945.1"	GRCh38.p13	chr2:214414278-214414327	RNA	Endogenous	01	All Targets	402117
47486	TMEM267_01	TMEM267	TMEM267	"NM_001377395.1,NM_001377396.1,NM_001377400.1,XM_011514075.3,NM_001377401.1,NM_001377398.1,NM_001377399.1,NM_001377403.1,NM_001377394.1,NM_001377402.1,NM_001377397.1,NM_022483.5"	GRCh38.p13	chr5:43453917-43453966	RNA	Endogenous	01	All Targets	64417
49893	SPIC_01	SPIC	SPIC	"XM_006719239.3,NM_152323.3"	GRCh38.p13	chr12:101486541-101486588	RNA	Endogenous	01	All Targets	121599
44910	VENTX_01	VENTX	VENTX	NM_014468.4	GRCh38.p13	chr10:133241713-133241762	RNA	Endogenous	01	All Targets	27287
38706	NEDD1_01	NEDD1	NEDD1	"NM_001135175.1,XM_011537903.3,XM_011537906.3,NM_001135176.2,XM_006719237.4,NM_152905.4,NM_001135177.2,XM_017018802.2,XM_011537904.3,XM_017018801.2,XM_024448835.1,XM_011537905.3,XM_005268644.2"	GRCh38.p13	chr12:96945737-96945784	RNA	Endogenous	01	All Targets	121441
34806	IL6_01	IL6	IL6	"NM_000600.5,NM_001371096.1,NM_001318095.2,XM_011515390.2,XM_005249745.5"	GRCh38.p13	chr7:22729556-22729593	RNA	Endogenous	01	All Targets	3569
46484	CACNA2D3_01	CACNA2D3	CACNA2D3	NM_018398.3	GRCh38.p13	chr3:54320445-54320494	RNA	Endogenous	01	All Targets	55799
43541	PKDREJ_01	PKDREJ	PKDREJ	NM_006071.2	GRCh38.p13	chr22:46262035-46262084	RNA	Endogenous	01	All Targets	10343
40351	RALGAPB_01	RALGAPB	RALGAPB	"NM_020336.4,XM_005260465.3,XM_017027966.2,XM_005260464.3,XR_001754350.2,XM_017027967.2,NM_001282918.2,XM_017027970.2,XM_005260463.3,NM_001282917.2,XM_005260462.3,XM_017027968.2,XM_017027969.2"	GRCh38.p13	chr20:38535187-38539798	RNA	Endogenous	01	All Targets	57148
46335	ASPM_01	ASPM	ASPM	"NM_001206846.1,NM_018136.5"	GRCh38.p13	chr1:197093193-197093242	RNA	Endogenous	01	All Targets	259266
43714	FBLN5_01	FBLN5	FBLN5	"NM_001384159.1,NM_001384160.1,NM_006329.4,NM_001384158.1,NM_001384162.1,XM_011536356.1,NM_001384161.1"	GRCh38.p13	chr14:91869702-91869751	RNA	Endogenous	01	All Targets	10516
40532	DMAC1_01	DMAC1	DMAC1	"NM_033428.3,NM_001318058.2,NM_001318059.2"	GRCh38.p13	chr9:7798362-7798411	RNA	Endogenous	01	All Targets	90871
41706	SLIT1_01	SLIT1	SLIT1	NM_003061.3	GRCh38.p13	chr10:96999620-96999668	RNA	Endogenous	01	All Targets	6585
48467	CARD19_01	CARD19	CARD19	"NM_032310.5,NM_001318010.2,NR_160511.1,NR_134464.2,NR_134465.2,NM_001318011.2,NR_134468.2,NR_134466.2,NR_160513.1,XR_929848.2,NR_134467.2,NR_160512.1"	GRCh38.p13	chr9:93112999-93113033	RNA	Endogenous	01	All Targets	84270
41374	NPAT_01	NPAT	NPAT	"NM_002519.3,XM_011542854.2,XM_017017803.1,NM_001321307.1,XM_017017802.1"	GRCh38.p13	chr11:108189164-108189213	RNA	Endogenous	01	All Targets	4863
37513	GGPS1_01	GGPS1	GGPS1	"NM_004837.4,NM_001037277.1,NM_001037278.2,NM_001371477.1,NM_001371478.1"	GRCh38.p13	chr1:235342669-235342718	RNA	Endogenous	01	All Targets	9453
47447	GLIPR2_01	GLIPR2	GLIPR2	"NM_001287012.1,NR_104640.1,NR_104638.1,NR_104637.1,NM_001287011.2,NR_104641.1,NM_001287010.1,NM_001287014.1,NR_104639.1,NM_001287013.1,NM_022343.4"	GRCh38.p13	chr9:36162707-36162756	RNA	Endogenous	01	All Targets	152007
48391	FSCB_01	FSCB	FSCB	NM_032135.4	GRCh38.p13	chr14:44506815-44506864	RNA	Endogenous	01	All Targets	84075
42367	UXT_01	UXT	UXT	"NM_004182.3,NM_153477.3,NR_045560.1,NR_045559.1"	GRCh38.p13	chrX:47651887-47652121	RNA	Endogenous	01	All Targets	8409
47115	SH2B2_01	SH2B2	SH2B2	"XM_005276976.3,XM_005276975.5,NM_001359231.2,NM_020979.5,NM_001359230.2,NM_001359228.2,NM_001359229.2"	GRCh38.p13	chr7:102320344-102320378	RNA	Endogenous	01	All Targets	10603
51786	MLPH_01	MLPH	MLPH	"NM_024101.7,NM_001042467.3,XM_006712737.1,NR_104019.2,NM_001281473.2,XM_006712740.1,XM_017004893.1,XM_017004894.2,NM_001281474.2,XM_006712739.1"	GRCh38.p13	chr2:237510701-237510735	RNA	Endogenous	01	All Targets	79083
41678	SH3BGRL_01	SH3BGRL	SH3BGRL	"NM_003022.3,XM_011531014.1"	GRCh38.p13	chrX:81202160-81202197	RNA	Endogenous	01	All Targets	6451
45294	PHF3_01	PHF3	PHF3	"NM_001290260.2,NM_001370348.2,NM_015153.4,XM_011535648.3,NM_001370349.2,NM_001290259.2,XM_006715426.3"	GRCh38.p13	chr6:63685512-63685561	RNA	Endogenous	01	All Targets	23469
48224	HNRNPA1_01	HNRNPA1	"HNRNPA1,HNRNPA1P33,HNRNPA1P10,HNRNPA1L2"	"NM_002136.4,NR_002944.2,NM_001011724.2,NR_135167.2,NM_031157.4,NM_001011725.2,NR_003277.1"	GRCh38.p13	"chr12:54283849-54283898,chr19:11666193-11666242,chr10:46416245-46416294,chr13:52643281-52643330"	RNA	Endogenous	01	All Targets	3178
48730	POLR2C_01	POLR2C	POLR2C	NM_032940.3	GRCh38.p13	chr16:57471291-57471340	RNA	Endogenous	01	All Targets	5432
40676	CELSR3_01	CELSR3	CELSR3	NM_001407.3	GRCh38.p13	chr3:48637255-48637304	RNA	Endogenous	01	All Targets	1951
12007	FUNDC2_01	FUNDC2	FUNDC2	NM_023934.4	GRCh38.p13	chrX:155033479-155033513	RNA	Endogenous	01	All Targets	65991
43770	AKAP3_01	AKAP3	AKAP3	"XM_024448797.1,NM_001278309.2,XM_011520910.2,NM_006422.3,XM_011520908.1,XM_011520909.2"	GRCh38.p13	chr12:4628686-4628735	RNA	Endogenous	01	All Targets	10566
49947	ZNF786_01	ZNF786	ZNF786	NM_152411.4	GRCh38.p13	chr7:149070419-149070468	RNA	Endogenous	01	All Targets	136051
51375	CHCHD1_01	CHCHD1	CHCHD1	NM_203298.3	GRCh38.p13	chr10:73782375-73782424	RNA	Endogenous	01	All Targets	118487
38610	RTCA_01	RTCA	RTCA	"XM_005271299.4,XM_005271298.5,XM_017002669.1,NM_003729.4,NM_001130841.1"	GRCh38.p13	chr1:100274904-100274953	RNA	Endogenous	01	All Targets	8634
35676	CST3_01	CST3	CST3	"NM_000099.4,NM_001288614.2"	GRCh38.p13	chr20:23633940-23633979	RNA	Endogenous	01	All Targets	1471
36310	RPL39_01	RPL39	RPL39	NM_001000.4	GRCh38.p13	chrX:119786527-119786576	RNA	Endogenous	01	All Targets	6170
12438	LHX1_01	LHX1	LHX1	NM_005568.5	GRCh38.p13	chr17:36938315-36938349	RNA	Endogenous	01	All Targets	3975
46476	MINDY1_01	MINDY1	MINDY1	"NM_001376671.1,NM_001376674.1,NM_001040217.3,NM_001376666.1,NM_001163259.2,NM_001376667.1,NM_018379.5,NM_001376668.1,NM_001163258.2,NM_001376672.1,XM_005245325.4,NM_001376673.1,NM_001376665.1,NM_001376664.1,XM_017001777.1,NM_001319998.2,NM_001163260.2,XM_017001770.2,XM_017001771.2"	GRCh38.p13	chr1:151000466-151000513	RNA	Endogenous	01	All Targets	55793
37181	BANF2_01	BANF2	BANF2	"XM_005260668.3,NM_001159495.1,XM_011529170.1,NM_001014977.3,NM_178477.5,XM_011529171.3"	GRCh38.p13	chr20:17735679-17735728	RNA	Endogenous	01	All Targets	140836
37166	FLG2_01	FLG2	FLG2	"NM_001014342.3,XM_011509531.2"	GRCh38.p13	chr1:152356969-152357018	RNA	Endogenous	01	All Targets	388698
36560	ST8SIA6_01	ST8SIA6	ST8SIA6	"XM_024447977.1,XM_024447976.1,XM_017016174.1,XM_024447978.1,XM_024447975.1,NM_001345961.2,XM_024447974.1,NR_144322.2,NM_001004470.3"	GRCh38.p13	chr10:17321081-17321130	RNA	Endogenous	01	All Targets	338596
42858	KCNC3_01	KCNC3	KCNC3	"NM_001372305.1,NR_110912.2,NM_004977.3"	GRCh38.p13	chr19:50320673-50320714	RNA	Endogenous	01	All Targets	3748
44411	XRN2_01	XRN2	XRN2	"XM_017027722.1,XM_017027723.2,NM_001317960.1,NM_012255.5,XM_017027724.1"	GRCh38.p13	chr20:21332388-21332437	RNA	Endogenous	01	All Targets	22803
12527	MGP_01	MGP	MGP	"NM_000900.5,NM_001190839.3"	GRCh38.p13	chr12:14882214-14882249	RNA	Endogenous	01	All Targets	4256
42241	NAT8_01	NAT8	NAT8	NM_003960.4	GRCh38.p13	chr2:73641668-73641702	RNA	Endogenous	01	All Targets	9027
13159	SARS1_01	SARS1	SARS1	"NM_006513.4,NR_034072.1,NM_001330669.1"	GRCh38.p13	chr1:109214071-109214105	RNA	Endogenous	01	All Targets	6301
38019	DMRTC1B_01	DMRTC1B	"DMRTC1B,DMRTC1"	"XM_017029776.1,XM_006724684.3,XM_005262288.3,NM_001080851.2,NM_001370147.1,XM_005262287.4,XR_938408.1,XM_017029725.2,NM_033053.2"	GRCh38.p13	"chrX:72875284-72875329,chrX:72845501-72845546"	RNA	Endogenous	01	All Targets	728656
47441	TCTA_01	TCTA	TCTA	NM_022171.2	GRCh38.p13	chr3:49415595-49415644	RNA	Endogenous	01	All Targets	6988
48209	NUAK2_01	NUAK2	NUAK2	"NM_030952.3,XM_005245515.4"	GRCh38.p13	chr1:205303164-205303213	RNA	Endogenous	01	All Targets	81788
34764	MRPL22_01	MRPL22	MRPL22	"NM_014180.4,NM_001014990.2"	GRCh38.p13	chr5:154959998-154960033	RNA	Endogenous	01	All Targets	29093
51067	DHRS2_01	DHRS2	DHRS2	"NM_001318835.1,XM_006720001.3,XR_943367.2,XR_001750105.1,XM_005267249.1,NM_182908.4,NM_005794.4,XM_011536338.1,XR_001750107.1,XR_001750106.1,XR_943366.2,XM_011536339.2"	GRCh38.p13	chr14:23639847-23639881	RNA	Endogenous	01	All Targets	10202
43202	HSPA1L_01	HSPA1L	HSPA1L	NM_005527.4	GRCh38.p13	chr6:31809921-31809970	RNA	Endogenous	01	All Targets	3305
38537	SPIRE1_01	SPIRE1	SPIRE1	"XM_011525701.1,NM_001128626.2,NM_001128627.1,XM_024451225.1,XM_024451224.1,XM_005258122.4,XM_011525702.1,NM_020148.3"	GRCh38.p13	chr18:12447216-12447265	RNA	Endogenous	01	All Targets	56907
47907	ZNF669_01	ZNF669	ZNF669	"NM_024804.2,NM_001142572.2"	GRCh38.p13	chr1:247100421-247100464	RNA	Endogenous	01	All Targets	79862
43858	CGRRF1_01	CGRRF1	CGRRF1	"XM_017020931.1,NM_006568.3,XM_011536362.2,XM_017020932.1"	GRCh38.p13	chr14:54538176-54538222	RNA	Endogenous	01	All Targets	10668
41784	TAPBP_01	TAPBP	TAPBP	"XM_017011227.1,NM_003190.5,XM_011514828.3,NM_172209.3,NM_172208.2"	GRCh38.p13	chr6:33305071-33305105	RNA	Endogenous	01	All Targets	6892
41344	MYL5_01	MYL5	MYL5	"XM_017008246.1,NM_001363650.2,NM_002477.1,XM_017008245.1,XM_006713886.2"	GRCh38.p13	chr4:680560-681103	RNA	Endogenous	01	All Targets	4636
45342	WSCD1_01	WSCD1	WSCD1	"XM_005256573.1,XM_005256572.2,XM_024450682.1,NM_015253.1"	GRCh38.p13	chr17:6122422-6122471	RNA	Endogenous	01	All Targets	23302
41103	H2AX_01	H2AX	H2AX	NM_002105.3	GRCh38.p13	chr11:119093979-119094025	RNA	Endogenous	01	All Targets	3014
45649	SCCPDH_01	SCCPDH	SCCPDH	NM_016002.3	GRCh38.p13	chr1:246726975-246735994	RNA	Endogenous	01	All Targets	51097
37949	LRRIQ4_01	LRRIQ4	LRRIQ4	"XM_011512749.1,XM_005247421.3,NM_001080460.2,XM_006713613.4,XM_011512748.2"	GRCh38.p13	chr3:169833009-169833058	RNA	Endogenous	01	All Targets	344657
47651	GID4_01	GID4	GID4	"NM_024052.5,XM_005256800.2"	GRCh38.p13	chr17:18065278-18065327	RNA	Endogenous	01	All Targets	79018
43994	MORF4L1_01	MORF4L1	MORF4L1	"NM_001265603.1,NM_206839.2,NM_001265604.1,NM_006791.4,NM_001265605.1"	GRCh38.p13	chr15:78892229-78892278	RNA	Endogenous	01	All Targets	10933
36438	ZNF787_01	ZNF787	ZNF787	"NM_001002836.4,XM_011526445.2,NM_001351682.2"	GRCh38.p13	chr19:56103144-56103178	RNA	Endogenous	01	All Targets	126208
39100	LMNTD1_01	LMNTD1	LMNTD1	"NM_001352234.2,XM_011520582.1,XM_017018891.1,XM_011520587.2,XM_011520583.1,NM_001256266.1,XM_011520588.1,XM_011520584.2,XM_011520577.2,XM_011520579.2,NM_001145727.3,XM_011520580.1,NM_001352232.2,XM_011520576.2,NM_001145728.2,NM_152590.3,NM_001352233.2,XM_011520578.2,NM_001145729.1,XM_011520575.1"	GRCh38.p13	chr12:25518925-25519864	RNA	Endogenous	01	All Targets	160492
47620	KCTD14_01	KCTD14	"NDUFC2-KCTD14,KCTD14"	"NM_023930.4,NM_001203262.2,NM_001203260.2,NM_001282406.1,NM_001203261.2"	GRCh38.p13	chr11:78016991-78017035	RNA	Endogenous	01	All Targets	100532726
46813	ACKR3_01	ACKR3	ACKR3	"XM_017004516.2,XM_005246098.3,XM_005246097.3,NM_020311.3"	GRCh38.p13	chr2:236580740-236580774	RNA	Endogenous	01	All Targets	57007
43608	DDR2_01	DDR2	DDR2	"XM_011509588.3,NM_001354983.2,XM_011509587.2,NM_006182.4,NM_001014796.3,NM_001354982.2"	GRCh38.p13	chr1:162770380-162770426	RNA	Endogenous	01	All Targets	4921
51945	ESS2_01	ESS2	ESS2	"XR_937926.2,XM_011530403.1,XM_006724329.3,XM_006724331.3,XR_002958714.1,NR_134304.2,XM_006724330.3,XM_017028958.1,XM_005261282.4,XM_011530404.2,NM_022719.3"	GRCh38.p13	chr22:19139949-19139983	RNA	Endogenous	01	All Targets	8220
38803	AKIRIN1_01	AKIRIN1	AKIRIN1	"NM_024595.3,NM_001136275.1"	GRCh38.p13	chr1:39004604-39004653	RNA	Endogenous	01	All Targets	79647
43717	IFI30_01	IFI30	IFI30	NM_006332.5	GRCh38.p13	chr19:18175358-18175626	RNA	Endogenous	01	All Targets	10437
43840	EXOC5_01	EXOC5	EXOC5	"NM_006544.4,XM_005267272.3"	GRCh38.p13	chr14:57229775-57229824	RNA	Endogenous	01	All Targets	10640
44855	FETUB_01	FETUB	FETUB	"NM_001375588.2,NM_001375590.2,NM_001375587.2,NM_001375591.2,NM_001308077.4,NM_001375592.2,NM_014375.3,NM_001308079.4,NM_001375589.2"	GRCh38.p13	chr3:186652762-186652806	RNA	Endogenous	01	All Targets	26998
